EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 31-05-2025
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 FG   : daily Wind speed in 0.1 m/s
23-27 Q_FG : quality code for FG (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station ROMANIA, BUCURESTI-BANEASA (STAID: 219).
Blended and updated with sources: 223645 223646 915420 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   FG, Q_FG
223645,19780203,   64,    0
223645,19780204,   58,    0
223645,19780205,   32,    0
223645,19780206,   38,    0
223645,19780207,    6,    0
223645,19780208,    3,    0
223645,19780209,   14,    0
223645,19780210,   13,    0
223645,19780211,   32,    0
223645,19780212,   16,    0
223645,19780213,    5,    0
223645,19780214,   47,    0
223645,19780215,   32,    0
223645,19780216,   20,    0
223645,19780217,    2,    0
223645,19780218,   31,    0
223645,19780219,   32,    0
223645,19780220,   80,    0
223645,19780221,   21,    0
223645,19780222,    1,    0
223645,19780223,   33,    0
223645,19780224,   53,    0
223645,19780225,   12,    0
223645,19780226,    9,    0
223645,19780227,   10,    0
223645,19780228,   26,    0
223645,19780301,   10,    0
223645,19780302,   14,    0
223645,19780303,   30,    0
223645,19780304,   31,    0
223645,19780305,    6,    0
223645,19780306,   47,    0
223645,19780307,   24,    0
223645,19780308,   25,    0
223645,19780309,    8,    0
223645,19780310,   17,    0
223645,19780311,   21,    0
223645,19780312,   46,    0
223645,19780313,   15,    0
223645,19780314,   27,    0
223645,19780315,   13,    0
223645,19780316,   23,    0
223645,19780317,   14,    0
223645,19780318,   35,    0
223645,19780319,   48,    0
223645,19780320,   56,    0
223645,19780321,   17,    0
223645,19780322,   59,    0
223645,19780323,   14,    0
223645,19780324,   20,    0
223645,19780325,   78,    0
223645,19780326,   46,    0
223645,19780327,   12,    0
223645,19780328,   11,    0
223645,19780329,    6,    0
223645,19780330,   21,    0
223645,19780331,   14,    0
223645,19780401,   21,    0
223645,19780402,   38,    0
223645,19780403,   40,    0
223645,19780404,   66,    0
223645,19780405,   25,    0
223645,19780406,   44,    0
223645,19780407,   36,    0
223645,19780408,   25,    0
223645,19780409,   54,    0
223645,19780410,   26,    0
223645,19780411,   16,    0
223645,19780412,   12,    0
223645,19780413,   51,    0
223645,19780414,   34,    0
223645,19780415,   23,    0
223645,19780416,   38,    0
223645,19780417,   24,    0
223645,19780418,   39,    0
223645,19780419,   20,    0
223645,19780420,    8,    0
223645,19780421,   16,    0
223645,19780422,   22,    0
223645,19780423,   17,    0
223645,19780424,   13,    0
223645,19780425,   20,    0
223645,19780426,   13,    0
223645,19780427,   23,    0
223645,19780428,   42,    0
223645,19780429,   17,    0
223645,19780430,   10,    0
223645,19780501,   22,    0
223645,19780502,   44,    0
223645,19780503,  124,    0
223645,19780504,   20,    0
223645,19780505,   36,    0
223645,19780506,   46,    0
223645,19780507,   62,    0
223645,19780508,   32,    0
223645,19780509,   46,    0
223645,19780510,   37,    0
223645,19780511,   43,    0
223645,19780512,   23,    0
223645,19780513,   24,    0
223645,19780514,   21,    0
223645,19780515,   38,    0
223645,19780516,   26,    0
223645,19780517,   21,    0
223645,19780518,   19,    0
223645,19780519,   11,    0
223645,19780520,   24,    0
223645,19780521,   10,    0
223645,19780522,   26,    0
223645,19780523,   51,    0
223645,19780524,   32,    0
223645,19780525,   31,    0
223645,19780526,   33,    0
223645,19780527,   44,    0
223645,19780528,   58,    0
223645,19780529,   24,    0
223645,19780530,   37,    0
223645,19780531,   23,    0
223645,19780601,   17,    0
223645,19780602,   20,    0
223645,19780603,   21,    0
223645,19780604,   13,    0
223645,19780605,   12,    0
223645,19780606,   12,    0
223645,19780607,    9,    0
223645,19780608,   11,    0
223645,19780609,   20,    0
223645,19780610,   15,    0
223645,19780611,   23,    0
223645,19780612,   25,    0
223645,19780613,   30,    0
223645,19780614,   43,    0
223645,19780615,   17,    0
223645,19780616,   43,    0
223645,19780617,    7,    0
223645,19780618,   29,    0
223645,19780619,   30,    0
223645,19780620,   26,    0
223645,19780621,    7,    0
223645,19780622,   25,    0
223645,19780623,   12,    0
223645,19780624,    6,    0
223645,19780625,   14,    0
223645,19780626,   17,    0
223645,19780627,   45,    0
223645,19780628,   40,    0
223645,19780629,   50,    0
223645,19780630,   24,    0
223645,19780701,    4,    0
223645,19780702,   11,    0
223645,19780703,   21,    0
223645,19780704,    8,    0
223645,19780705,   19,    0
223645,19780706,   29,    0
223645,19780707,   17,    0
223645,19780708,   35,    0
223645,19780709,   12,    0
223645,19780710,   19,    0
223645,19780711,   12,    0
223645,19780712,   19,    0
223645,19780713,   10,    0
223645,19780714,   25,    0
223645,19780715,   12,    0
223645,19780716,   18,    0
223645,19780717,   25,    0
223645,19780718,    9,    0
223645,19780719,   12,    0
223645,19780720,   29,    0
223645,19780721,    9,    0
223645,19780722,   26,    0
223645,19780723,   38,    0
223645,19780724,   15,    0
223645,19780725,    6,    0
223645,19780726,    4,    0
223645,19780727,   26,    0
223645,19780728,   33,    0
223645,19780729,   36,    0
223645,19780730,   47,    0
223645,19780731,   24,    0
223645,19780801,   16,    0
223645,19780802,   35,    0
223645,19780803,    3,    0
223645,19780804,   10,    0
223645,19780805,   12,    0
223645,19780806,   15,    0
223645,19780807,    8,    0
223645,19780808,    8,    0
223645,19780809,   28,    0
223645,19780810,   10,    0
223645,19780811,   13,    0
223645,19780812,    6,    0
223645,19780813,   12,    0
223645,19780814,   19,    0
223645,19780815,    3,    0
223645,19780816,   10,    0
223645,19780817,   12,    0
223645,19780818,    9,    0
223645,19780819,   17,    0
223645,19780820,   31,    0
223645,19780821,   26,    0
223645,19780822,   29,    0
223645,19780823,   10,    0
223645,19780824,    7,    0
223645,19780825,   21,    0
223645,19780826,   15,    0
223645,19780827,   15,    0
223645,19780828,    4,    0
223645,19780829,   11,    0
223645,19780830,   16,    0
223645,19780831,   24,    0
223645,19780901,   45,    0
223645,19780902,   22,    0
223645,19780903,    9,    0
223645,19780904,   10,    0
223645,19780905,    5,    0
223645,19780906,    6,    0
223645,19780907,   38,    0
223645,19780908,   31,    0
223645,19780909,   25,    0
223645,19780910,    8,    0
223645,19780911,   17,    0
223645,19780912,   17,    0
223645,19780913,   34,    0
223645,19780914,   16,    0
223645,19780915,    8,    0
223645,19780916,   11,    0
223645,19780917,   17,    0
223645,19780918,   20,    0
223645,19780919,   10,    0
223645,19780920,   28,    0
223645,19780921,   12,    0
223645,19780922,   14,    0
223645,19780923,   17,    0
223645,19780924,   24,    0
223645,19780925,   16,    0
223645,19780926,    3,    0
223645,19780927,    9,    0
223645,19780928,   10,    0
223645,19780929,   27,    0
223645,19780930,   21,    0
223645,19781001,    2,    0
223645,19781002,    2,    0
223645,19781003,   21,    0
223645,19781004,   53,    0
223645,19781005,   17,    0
223645,19781006,   17,    0
223645,19781007,    5,    0
223645,19781008,   12,    0
223645,19781009,    3,    0
223645,19781010,    3,    0
223645,19781011,   13,    0
223645,19781012,    8,    0
223645,19781013,   39,    0
223645,19781014,    4,    0
223645,19781015,    2,    0
223645,19781016,    3,    0
223645,19781017,    0,    0
223645,19781018,    3,    0
223645,19781019,    8,    0
223645,19781020,   20,    0
223645,19781021,    8,    0
223645,19781022,   22,    0
223645,19781023,   12,    0
223645,19781024,    5,    0
223645,19781025,   23,    0
223645,19781026,   19,    0
223645,19781027,   12,    0
223645,19781028,   47,    0
223645,19781029,   21,    0
223645,19781030,   12,    0
223645,19781031,    3,    0
223645,19781101,   27,    0
223645,19781102,   25,    0
223645,19781103,    3,    0
223645,19781104,    1,    0
223645,19781105,    7,    0
223645,19781106,   23,    0
223645,19781107,   14,    0
223645,19781108,   10,    0
223645,19781109,    8,    0
223645,19781110,   13,    0
223645,19781111,   18,    0
223645,19781112,    6,    0
223645,19781113,   15,    0
223645,19781114,   39,    0
223645,19781115,   36,    0
223645,19781116,   24,    0
223645,19781117,    4,    0
223645,19781118,   16,    0
223645,19781119,   32,    0
223645,19781120,   28,    0
223645,19781121,    8,    0
223645,19781122,   19,    0
223645,19781123,   27,    0
223645,19781124,   16,    0
223645,19781125,   13,    0
223645,19781126,   16,    0
223645,19781127,   29,    0
223645,19781128,   29,    0
223645,19781129,   30,    0
223645,19781130,   22,    0
223645,19781201,   35,    0
223645,19781202,   14,    0
223645,19781203,   26,    0
223645,19781204,   10,    0
223645,19781205,   50,    0
223645,19781206,    1,    0
223645,19781207,   12,    0
223645,19781208,   11,    0
223645,19781209,    8,    0
223645,19781210,   26,    0
223645,19781211,    9,    0
223645,19781212,   27,    0
223645,19781213,   35,    0
223645,19781214,   30,    0
223645,19781215,   33,    0
223645,19781216,   17,    0
223645,19781217,   29,    0
223645,19781218,   44,    0
223645,19781219,   50,    0
223645,19781220,   10,    0
223645,19781221,   17,    0
223645,19781222,   78,    0
223645,19781223,   32,    0
223645,19781224,    6,    0
223645,19781225,   22,    0
223645,19781226,   24,    0
223645,19781227,   26,    0
223645,19781228,   20,    0
223645,19781229,   38,    0
223645,19781230,   40,    0
223645,19781231,   12,    0
223645,19790101,   18,    0
223645,19790102,   46,    0
223645,19790103,   10,    0
223645,19790104,   20,    0
223645,19790105,   13,    0
223645,19790106,   13,    0
223645,19790107,    1,    0
223645,19790108,   28,    0
223645,19790109,   23,    0
223645,19790110,    8,    0
223645,19790111,    5,    0
223645,19790112,    8,    0
223645,19790113,   27,    0
223645,19790114,   22,    0
223645,19790115,    3,    0
223645,19790116,    7,    0
223645,19790117,   50,    0
223645,19790118,  119,    0
223645,19790119,   23,    0
223645,19790120,    8,    0
223645,19790121,    8,    0
223645,19790122,   35,    0
223645,19790123,   33,    0
223645,19790124,   33,    0
223645,19790125,    7,    0
223645,19790126,   28,    0
223645,19790127,   33,    0
223645,19790128,   11,    0
223645,19790129,   14,    0
223645,19790130,   58,    0
223645,19790131,   13,    0
223645,19790201,   21,    0
223645,19790202,   21,    0
223645,19790203,   31,    0
223645,19790204,    4,    0
223645,19790205,   22,    0
223645,19790206,   20,    0
223645,19790207,   42,    0
223645,19790208,   38,    0
223645,19790209,   27,    0
223645,19790210,   10,    0
223645,19790211,   49,    0
223645,19790212,   62,    0
223645,19790213,   43,    0
223645,19790214,   25,    0
223645,19790215,   41,    0
223645,19790216,   95,    0
223645,19790217,  126,    0
223645,19790218,  161,    0
223645,19790219,  170,    0
223645,19790220,   58,    0
223645,19790221,   46,    0
223645,19790222,   39,    0
223645,19790223,   13,    0
223645,19790224,   15,    0
223645,19790225,    9,    0
223645,19790226,   34,    0
223645,19790227,   10,    0
223645,19790228,   39,    0
223645,19790301,   12,    0
223645,19790302,    7,    0
223645,19790303,   16,    0
223645,19790304,    9,    0
223645,19790305,   25,    0
223645,19790306,   33,    0
223645,19790307,    9,    0
223645,19790308,   14,    0
223645,19790309,   10,    0
223645,19790310,    4,    0
223645,19790311,    6,    0
223645,19790312,   12,    0
223645,19790313,   38,    0
223645,19790314,   27,    0
223645,19790315,   13,    0
223645,19790316,   52,    0
223645,19790317,   72,    0
223645,19790318,   41,    0
223645,19790319,   15,    0
223645,19790320,    6,    0
223645,19790321,   17,    0
223645,19790322,   46,    0
223645,19790323,   24,    0
223645,19790324,   20,    0
223645,19790325,   35,    0
223645,19790326,   10,    0
223645,19790327,   13,    0
223645,19790328,   15,    0
223645,19790329,   16,    0
223645,19790330,   32,    0
223645,19790331,   41,    0
223645,19790401,   10,    0
223645,19790402,   49,    0
223645,19790403,   72,    0
223645,19790404,   43,    0
223645,19790405,   43,    0
223645,19790406,   31,    0
223645,19790407,   40,    0
223645,19790408,   54,    0
223645,19790409,   27,    0
223645,19790410,   17,    0
223645,19790411,   49,    0
223645,19790412,   26,    0
223645,19790413,   12,    0
223645,19790414,   13,    0
223645,19790415,   35,    0
223645,19790416,   43,    0
223645,19790417,   60,    0
223645,19790418,   59,    0
223645,19790419,   61,    0
223645,19790420,    7,    0
223645,19790421,   12,    0
223645,19790422,   11,    0
223645,19790423,   22,    0
223645,19790424,   13,    0
223645,19790425,   16,    0
223645,19790426,   26,    0
223645,19790427,   32,    0
223645,19790428,   15,    0
223645,19790429,   36,    0
223645,19790430,   28,    0
223645,19790501,   18,    0
223645,19790502,    8,    0
223645,19790503,   13,    0
223645,19790504,   15,    0
223645,19790505,   46,    0
223645,19790506,   27,    0
223645,19790507,   38,    0
223645,19790508,   60,    0
223645,19790509,   23,    0
223645,19790510,   11,    0
223645,19790511,   78,    0
223645,19790512,   55,    0
223645,19790513,   32,    0
223645,19790514,   50,    0
223645,19790515,   38,    0
223645,19790516,   32,    0
223645,19790517,   18,    0
223645,19790518,   18,    0
223645,19790519,   21,    0
223645,19790520,   33,    0
223645,19790521,   29,    0
223645,19790522,   24,    0
223645,19790523,   34,    0
223645,19790524,   38,    0
223645,19790525,    7,    0
223645,19790526,    9,    0
223645,19790527,    7,    0
223645,19790528,   22,    0
223645,19790529,   27,    0
223645,19790530,   20,    0
223645,19790531,   25,    0
223645,19790601,   37,    0
223645,19790602,   52,    0
223645,19790603,   51,    0
223645,19790604,   29,    0
223645,19790605,   47,    0
223645,19790606,   17,    0
223645,19790607,   17,    0
223645,19790608,   15,    0
223645,19790609,   17,    0
223645,19790610,   16,    0
223645,19790611,   12,    0
223645,19790612,   12,    0
223645,19790613,   19,    0
223645,19790614,   22,    0
223645,19790615,   20,    0
223645,19790616,   12,    0
223645,19790617,   16,    0
223645,19790618,   43,    0
223645,19790619,   51,    0
223645,19790620,   54,    0
223645,19790621,   65,    0
223645,19790622,   16,    0
223645,19790623,   46,    0
223645,19790624,   40,    0
223645,19790625,   22,    0
223645,19790626,   11,    0
223645,19790627,   12,    0
223645,19790628,   17,    0
223645,19790629,   11,    0
223645,19790630,   22,    0
223645,19790701,   24,    0
223645,19790702,   44,    0
223645,19790703,   37,    0
223645,19790704,   26,    0
223645,19790705,   19,    0
223645,19790706,    6,    0
223645,19790707,   19,    0
223645,19790708,   10,    0
223645,19790709,   11,    0
223645,19790710,    6,    0
223645,19790711,   14,    0
223645,19790712,    8,    0
223645,19790713,   20,    0
223645,19790714,   23,    0
223645,19790715,    9,    0
223645,19790716,   12,    0
223645,19790717,   22,    0
223645,19790718,   15,    0
223645,19790719,   13,    0
223645,19790720,   12,    0
223645,19790721,   16,    0
223645,19790722,   11,    0
223645,19790723,   37,    0
223645,19790724,   17,    0
223645,19790725,   22,    0
223645,19790726,   10,    0
223645,19790727,   19,    0
223645,19790728,   23,    0
223645,19790729,   13,    0
223645,19790730,   11,    0
223645,19790731,   15,    0
223645,19790801,   10,    0
223645,19790802,    9,    0
223645,19790803,   11,    0
223645,19790804,    4,    0
223645,19790805,   34,    0
223645,19790806,    6,    0
223645,19790807,   23,    0
223645,19790808,   12,    0
223645,19790809,   19,    0
223645,19790810,   20,    0
223645,19790811,    6,    0
223645,19790812,   23,    0
223645,19790813,   13,    0
223645,19790814,   11,    0
223645,19790815,   10,    0
223645,19790816,   10,    0
223645,19790817,   60,    0
223645,19790818,   39,    0
223645,19790819,   33,    0
223645,19790820,   13,    0
223645,19790821,   17,    0
223645,19790822,   35,    0
223645,19790823,   27,    0
223645,19790824,    7,    0
223645,19790825,   10,    0
223645,19790826,   10,    0
223645,19790827,   18,    0
223645,19790828,    7,    0
223645,19790829,   21,    0
223645,19790830,   19,    0
223645,19790831,    6,    0
223645,19790901,    8,    0
223645,19790902,   10,    0
223645,19790903,    6,    0
223645,19790904,   13,    0
223645,19790905,   14,    0
223645,19790906,   10,    0
223645,19790907,   23,    0
223645,19790908,    5,    0
223645,19790909,   14,    0
223645,19790910,   11,    0
223645,19790911,   29,    0
223645,19790912,    7,    0
223645,19790913,   12,    0
223645,19790914,    2,    0
223645,19790915,   30,    0
223645,19790916,   29,    0
223645,19790917,    9,    0
223645,19790918,   21,    0
223645,19790919,   10,    0
223645,19790920,    4,    0
223645,19790921,   21,    0
223645,19790922,   20,    0
223645,19790923,    6,    0
223645,19790924,    9,    0
223645,19790925,    5,    0
223645,19790926,   20,    0
223645,19790927,   16,    0
223645,19790928,    4,    0
223645,19790929,   42,    0
223645,19790930,   32,    0
223645,19791001,   29,    0
223645,19791002,   54,    0
223645,19791003,   52,    0
223645,19791004,    6,    0
223645,19791005,    9,    0
223645,19791006,   68,    0
223645,19791007,   55,    0
223645,19791008,   21,    0
223645,19791009,    5,    0
223645,19791010,   14,    0
223645,19791011,   10,    0
223645,19791012,    2,    0
223645,19791013,    1,    0
223645,19791014,    4,    0
223645,19791015,   30,    0
223645,19791016,   23,    0
223645,19791017,    7,    0
223645,19791018,   24,    0
223645,19791019,   27,    0
223645,19791020,    7,    0
223645,19791021,    3,    0
223645,19791022,    8,    0
223645,19791023,   23,    0
223645,19791024,   37,    0
223645,19791025,   22,    0
223645,19791026,    7,    0
223645,19791027,    3,    0
223645,19791028,   32,    0
223645,19791029,   46,    0
223645,19791030,   24,    0
223645,19791031,   43,    0
223645,19791101,   51,    0
223645,19791102,   28,    0
223645,19791103,   48,    0
223645,19791104,   40,    0
223645,19791105,   12,    0
223645,19791106,   27,    0
223645,19791107,   26,    0
223645,19791108,   23,    0
223645,19791109,   16,    0
223645,19791110,    7,    0
223645,19791111,    8,    0
223645,19791112,   28,    0
223645,19791113,   38,    0
223645,19791114,   22,    0
223645,19791115,   16,    0
223645,19791116,   30,    0
223645,19791117,   46,    0
223645,19791118,   88,    0
223645,19791119,  121,    0
223645,19791120,   41,    0
223645,19791121,   44,    0
223645,19791122,   35,    0
223645,19791123,   17,    0
223645,19791124,   34,    0
223645,19791125,   29,    0
223645,19791126,   33,    0
223645,19791127,   33,    0
223645,19791128,   17,    0
223645,19791129,    9,    0
223645,19791130,   39,    0
223645,19791201,   25,    0
223645,19791202,    8,    0
223645,19791203,    9,    0
223645,19791204,   19,    0
223645,19791205,   16,    0
223645,19791206,   17,    0
223645,19791207,    3,    0
223645,19791208,   27,    0
223645,19791209,    9,    0
223645,19791210,   25,    0
223645,19791211,   34,    0
223645,19791212,   15,    0
223645,19791213,   35,    0
223645,19791214,    9,    0
223645,19791215,   29,    0
223645,19791216,    8,    0
223645,19791217,   14,    0
223645,19791218,   25,    0
223645,19791219,   22,    0
223645,19791220,   43,    0
223645,19791221,    6,    0
223645,19791222,   25,    0
223645,19791223,   64,    0
223645,19791224,   77,    0
223645,19791225,   30,    0
223645,19791226,   25,    0
223645,19791227,    9,    0
223645,19791228,    2,    0
223645,19791229,   43,    0
223645,19791230,   27,    0
223645,19791231,   36,    0
223645,19800101,   79,    0
223645,19800102,   38,    0
223645,19800103,  104,    0
223645,19800104,   12,    0
223645,19800105,   16,    0
223645,19800106,    8,    0
223645,19800107,   52,    0
223645,19800108,   97,    0
223645,19800109,   12,    0
223645,19800110,    9,    0
223645,19800111,    6,    0
223645,19800112,    6,    0
223645,19800113,   14,    0
223645,19800114,   24,    0
223645,19800115,    7,    0
223645,19800116,   16,    0
223645,19800117,   20,    0
223645,19800118,    7,    0
223645,19800119,    3,    0
223645,19800120,    7,    0
223645,19800121,   47,    0
223645,19800122,   40,    0
223645,19800123,    6,    0
223645,19800124,   28,    0
223645,19800125,   31,    0
223645,19800126,   16,    0
223645,19800127,   23,    0
223645,19800128,    8,    0
223645,19800129,    9,    0
223645,19800130,   15,    0
223645,19800131,   47,    0
223645,19800201,   21,    0
223645,19800202,   32,    0
223645,19800203,   31,    0
223645,19800204,   22,    0
223645,19800205,   22,    0
223645,19800206,   10,    0
223645,19800207,   27,    0
223645,19800208,   40,    0
223645,19800209,   32,    0
223645,19800210,   31,    0
223645,19800211,   39,    0
223645,19800212,   12,    0
223645,19800213,   49,    0
223645,19800214,   19,    0
223645,19800215,   10,    0
223645,19800216,    4,    0
223645,19800217,    7,    0
223645,19800218,   26,    0
223645,19800219,   49,    0
223645,19800220,   17,    0
223645,19800221,    7,    0
223645,19800222,   12,    0
223645,19800223,   40,    0
223645,19800224,   26,    0
223645,19800225,   28,    0
223645,19800226,   26,    0
223645,19800227,   47,    0
223645,19800228,   14,    0
223645,19800229,   27,    0
223645,19800301,   46,    0
223645,19800302,   35,    0
223645,19800303,   41,    0
223645,19800304,   14,    0
223645,19800305,   21,    0
223645,19800306,   25,    0
223645,19800307,   34,    0
223645,19800308,    8,    0
223645,19800309,   22,    0
223645,19800310,   16,    0
223645,19800311,   16,    0
223645,19800312,   17,    0
223645,19800313,   61,    0
223645,19800314,   63,    0
223645,19800315,   57,    0
223645,19800316,   59,    0
223645,19800317,   50,    0
223645,19800318,    9,    0
223645,19800319,   22,    0
223645,19800320,   56,    0
223645,19800321,   28,    0
223645,19800322,   37,    0
223645,19800323,   82,    0
223645,19800324,   60,    0
223645,19800325,    9,    0
223645,19800326,   23,    0
223645,19800327,   40,    0
223645,19800328,   18,    0
223645,19800329,   14,    0
223645,19800330,   14,    0
223645,19800331,   30,    0
223645,19800401,   23,    0
223645,19800402,   12,    0
223645,19800403,   39,    0
223645,19800404,   28,    0
223645,19800405,   29,    0
223645,19800406,   26,    0
223645,19800407,   24,    0
223645,19800408,   19,    0
223645,19800409,   16,    0
223645,19800410,   30,    0
223645,19800411,   32,    0
223645,19800412,   30,    0
223645,19800413,   23,    0
223645,19800414,   26,    0
223645,19800415,   26,    0
223645,19800416,   30,    0
223645,19800417,   27,    0
223645,19800418,   29,    0
223645,19800419,   54,    0
223645,19800420,   32,    0
223645,19800421,   52,    0
223645,19800422,   39,    0
223645,19800423,   41,    0
223645,19800424,   30,    0
223645,19800425,   16,    0
223645,19800426,   36,    0
223645,19800427,   26,    0
223645,19800428,   27,    0
223645,19800429,   27,    0
223645,19800430,    8,    0
223645,19800501,   37,    0
223645,19800502,   28,    0
223645,19800503,   31,    0
223645,19800504,   33,    0
223645,19800505,   16,    0
223645,19800506,   23,    0
223645,19800507,   23,    0
223645,19800508,   14,    0
223645,19800509,   16,    0
223645,19800510,   14,    0
223645,19800511,   77,    0
223645,19800512,   46,    0
223645,19800513,   25,    0
223645,19800514,   23,    0
223645,19800515,   55,    0
223645,19800516,   57,    0
223645,19800517,   29,    0
223645,19800518,    8,    0
223645,19800519,   10,    0
223645,19800520,   51,    0
223645,19800521,   48,    0
223645,19800522,    6,    0
223645,19800523,   49,    0
223645,19800524,   58,    0
223645,19800525,   23,    0
223645,19800526,   19,    0
223645,19800527,   10,    0
223645,19800528,   32,    0
223645,19800529,   27,    0
223645,19800530,   31,    0
223645,19800531,   54,    0
223645,19800601,   39,    0
223645,19800602,   25,    0
223645,19800603,   16,    0
223645,19800604,   30,    0
223645,19800605,   22,    0
223645,19800606,   16,    0
223645,19800607,   15,    0
223645,19800608,   17,    0
223645,19800609,   10,    0
223645,19800610,   19,    0
223645,19800611,   25,    0
223645,19800612,   22,    0
223645,19800613,   15,    0
223645,19800614,   13,    0
223645,19800615,   30,    0
223645,19800616,   22,    0
223645,19800617,   16,    0
223645,19800618,   27,    0
223645,19800619,   31,    0
223645,19800620,   16,    0
223645,19800621,    6,    0
223645,19800622,   21,    0
223645,19800623,   14,    0
223645,19800624,   35,    0
223645,19800625,   26,    0
223645,19800626,   34,    0
223645,19800627,   38,    0
223645,19800628,   71,    0
223645,19800629,   29,    0
223645,19800630,   23,    0
223645,19800701,    9,    0
223645,19800702,   19,    0
223645,19800703,   37,    0
223645,19800704,   28,    0
223645,19800705,   16,    0
223645,19800706,   11,    0
223645,19800707,   12,    0
223645,19800708,   10,    0
223645,19800709,   11,    0
223645,19800710,   12,    0
223645,19800711,   43,    0
223645,19800712,   59,    0
223645,19800713,   42,    0
223645,19800714,   21,    0
223645,19800715,   11,    0
223645,19800716,    5,    0
223645,19800717,   17,    0
223645,19800718,   51,    0
223645,19800719,   14,    0
223645,19800720,    3,    0
223645,19800721,   19,    0
223645,19800722,   55,    0
223645,19800723,   51,    0
223645,19800724,   18,    0
223645,19800725,   10,    0
223645,19800726,    7,    0
223645,19800727,   10,    0
223645,19800728,   13,    0
223645,19800729,   19,    0
223645,19800730,   26,    0
223645,19800731,   22,    0
223645,19800801,   14,    0
223645,19800802,   28,    0
223645,19800803,   13,    0
223645,19800804,    3,    0
223645,19800805,   13,    0
223645,19800806,    7,    0
223645,19800807,   30,    0
223645,19800808,   15,    0
223645,19800809,   12,    0
223645,19800810,   30,    0
223645,19800811,   17,    0
223645,19800812,   14,    0
223645,19800813,   22,    0
223645,19800814,   29,    0
223645,19800815,   42,    0
223645,19800816,   16,    0
223645,19800817,   28,    0
223645,19800818,   46,    0
223645,19800819,   24,    0
223645,19800820,   13,    0
223645,19800821,   30,    0
223645,19800822,   32,    0
223645,19800823,   35,    0
223645,19800824,    5,    0
223645,19800825,   19,    0
223645,19800826,   13,    0
223645,19800827,    5,    0
223645,19800828,   10,    0
223645,19800829,   17,    0
223645,19800830,    6,    0
223645,19800831,    4,    0
223645,19800901,   33,    0
223645,19800902,   21,    0
223645,19800903,    8,    0
223645,19800904,    5,    0
223645,19800905,    6,    0
223645,19800906,    4,    0
223645,19800907,    9,    0
223645,19800908,   22,    0
223645,19800909,   22,    0
223645,19800910,    1,    0
223645,19800911,   21,    0
223645,19800912,   22,    0
223645,19800913,    8,    0
223645,19800914,   14,    0
223645,19800915,   38,    0
223645,19800916,   26,    0
223645,19800917,   18,    0
223645,19800918,   10,    0
223645,19800919,   12,    0
223645,19800920,    6,    0
223645,19800921,    6,    0
223645,19800922,    3,    0
223645,19800923,   38,    0
223645,19800924,   15,    0
223645,19800925,   22,    0
223645,19800926,   10,    0
223645,19800927,   37,    0
223645,19800928,   23,    0
223645,19800929,   11,    0
223645,19800930,    8,    0
223645,19801001,   21,    0
223645,19801002,    8,    0
223645,19801003,   17,    0
223645,19801004,   15,    0
223645,19801005,    4,    0
223645,19801006,   11,    0
223645,19801007,    7,    0
223645,19801008,    2,    0
223645,19801009,   17,    0
223645,19801010,   41,    0
223645,19801011,   44,    0
223645,19801012,   43,    0
223645,19801013,   55,    0
223645,19801014,   28,    0
223645,19801015,   21,    0
223645,19801016,    5,    0
223645,19801017,    6,    0
223645,19801018,   57,    0
223645,19801019,   53,    0
223645,19801020,   49,    0
223645,19801021,   60,    0
223645,19801022,   25,    0
223645,19801023,    5,    0
223645,19801024,   34,    0
223645,19801025,    3,    0
223645,19801026,   20,    0
223645,19801027,   51,    0
223645,19801028,   16,    0
223645,19801029,   28,    0
223645,19801030,   19,    0
223645,19801031,   22,    0
223645,19801101,   81,    0
223645,19801102,   88,    0
223645,19801103,   60,    0
223645,19801104,   23,    0
223645,19801105,   15,    0
223645,19801106,   58,    0
223645,19801107,   50,    0
223645,19801108,   52,    0
223645,19801109,   12,    0
223645,19801110,   34,    0
223645,19801111,   26,    0
223645,19801112,    6,    0
223645,19801113,    4,    0
223645,19801114,   11,    0
223645,19801115,   27,    0
223645,19801116,   31,    0
223645,19801117,   17,    0
223645,19801118,    5,    0
223645,19801119,   22,    0
223645,19801120,   22,    0
223645,19801121,   11,    0
223645,19801122,    6,    0
223645,19801123,   31,    0
223645,19801124,   12,    0
223645,19801125,   22,    0
223645,19801126,   23,    0
223645,19801127,   15,    0
223645,19801128,   47,    0
223645,19801129,   18,    0
223645,19801130,   70,    0
223645,19801201,   38,    0
223645,19801202,   80,    0
223645,19801203,   32,    0
223645,19801204,   17,    0
223645,19801205,   21,    0
223645,19801206,   23,    0
223645,19801207,   31,    0
223645,19801208,   74,    0
223645,19801209,   16,    0
223645,19801210,   27,    0
223645,19801211,   13,    0
223645,19801212,   29,    0
